batch,rep,ali,sub,gene,nodeName,trueDate,nodeDate,lowCI,highCI
2,5,1,3,p17,Node_1_786_2014_3650,2014,1387.84722944767,-566.089086289694,3341.78354518503
2,5,1,3,p17,Node_1_62_1309_3650,1309,633.963669168451,-1334.71925852688,2602.64659686378
2,5,1,3,p17,Node_1_329_2044_3650,2044,2176.33574036598,223.215590543504,4129.45589018845
2,5,1,3,p17,Node_1_815_1908_3650,1908,3807.53185490434,1809.01083441587,5806.0528753928
2,5,1,3,p17,Node_1_637_1775_3650,1775,1387.5670274182,-566.372243555591,3341.50629839199
2,5,1,3,p17,Node_1_394_2990_3650,2990,1776.20724228803,-175.45191039341,3727.86639496947
2,5,1,3,p17,Node_1_767_1857_3650,1857,1780.97067678896,-170.683137660848,3732.62449123876
2,5,1,3,p17,Node_1_726_1724_3650,1724,252.888909094214,-1728.3567561645,2234.13457435292
2,5,1,3,p17,Node_1_254_139_3650,139,-123.842719523294,-2120.80158318195,1873.11614413537
2,5,1,3,p17,Node_1_875_17_3650,17,-124.12292155276,-2121.09467269302,1872.8488295875
2,5,1,3,p17,Node_1_694_2542_3650,2542,1011.67600488909,-947.924673425064,2971.27668320325
2,5,1,3,p17,Node_1_897_916_3650,916,1393.45127003699,-560.426337704016,3347.32887777801
2,5,1,3,p17,Node_1_1055_3079_3650,3079,4565.33824359608,2525.05622412701,6605.62026306515
2,5,1,3,p17,Node_1_972_15_3650,15,-124.683325611692,-2121.68085702398,1872.3142058006
2,5,1,3,p17,Node_1_965_330_3650,330,-124.823426626425,-2121.82740421271,1872.18055095985
2,5,1,3,p17,Node_1_318_2093_3650,2093,2173.95402311551,220.853995265578,4127.05405096545
2,5,1,3,p17,Node_1_862_1558_3650,1558,2550.54555071829,592.56979058047,4508.52131085611
2,5,1,3,p17,Node_1_873_2567_3650,2567,4496.82884739156,2460.83346677323,6532.82422800989
2,5,1,3,p17,Node_1_409_830_3650,830,250.787393873218,-1730.53690681954,2232.11169456597
2,5,1,3,p17,Node_1_1017_2884_3650,2884,3332.44931394414,1353.57331461423,5311.32531327405
2,5,2,3,p17,Node_1_1055_3079_3650,3079,3007.77228006999,1669.47280808448,4346.07175205551
2,5,2,3,p17,Node_1_394_2990_3650,2990,2068.80520953158,741.451854936592,3396.15856412657
2,5,2,3,p17,Node_1_62_1309_3650,1309,917.370372529524,-416.240060270149,2250.9808053292
2,5,2,3,p17,Node_1_409_830_3650,830,923.764321100951,-409.7516513101,2257.280293512
2,5,2,3,p17,Node_1_694_2542_3650,2542,3088.58759725967,1748.68011857645,4428.49507594289
2,5,2,3,p17,Node_1_873_2567_3650,2567,4059.73404831329,2692.48963588696,5426.97846073963
2,5,2,3,p17,Node_1_862_1558_3650,1558,1785.47991463704,458.601568365335,3112.35826090874
2,5,2,3,p17,Node_1_637_1775_3650,1775,1493.97875107739,166.214088403493,2821.74341375129
2,5,2,3,p17,Node_1_786_2014_3650,2014,2094.27618498825,766.81560053951,3421.73676943699
2,5,2,3,p17,Node_1_972_15_3650,15,71.6920598365239,-1280.17148372715,1423.5556034002
2,5,2,3,p17,Node_1_815_1908_3650,1908,2697.40372728318,1364.30548628912,4030.50196827724
2,5,2,3,p17,Node_1_318_2093_3650,2093,2694.15434358295,1361.10233774168,4027.20634942422
2,5,2,3,p17,Node_1_965_330_3650,330,70.7486903751657,-1281.14151180789,1422.63889255822
2,5,2,3,p17,Node_1_875_17_3650,17,70.6438715461259,-1281.24929355847,1422.53703665072
2,5,2,3,p17,Node_1_897_916_3650,916,633.311345831701,-705.160416130782,1971.78310779418
2,5,2,3,p17,Node_1_329_2044_3650,2044,1791.76904437943,464.894453776099,3118.64363498275
2,5,2,3,p17,Node_1_254_139_3650,139,70.3294150590065,-1281.57263983342,1422.23146995143
2,5,2,3,p17,Node_1_1017_2884_3650,2884,2367.01477814978,1037.73996141771,3696.28959488184
2,5,2,3,p17,Node_1_726_1724_3650,1724,2129.49531154562,801.868937696587,3457.12168539465
2,5,2,3,p17,Node_1_767_1857_3650,1857,911.186061616176,-422.516363390016,2244.88848662237
2,5,3,3,p17,Node_1_1055_3079_3650,3079,4511.28164174126,2446.94354266324,6575.61974081927
2,5,3,3,p17,Node_1_873_2567_3650,2567,2315.61356820962,334.74226921624,4296.48486720301
2,5,3,3,p17,Node_1_862_1558_3650,1558,1472.92148385398,-506.522946572543,3452.3659142805
2,5,3,3,p17,Node_1_62_1309_3650,1309,1929.98273071502,-48.0803514521069,3908.04581288215
2,5,3,3,p17,Node_1_637_1775_3650,1775,633.186213829409,-1362.04678317165,2628.41921083046
2,5,3,3,p17,Node_1_394_2990_3650,2990,4943.75464311232,2850.19017755442,7037.31910867023
2,5,3,3,p17,Node_1_965_330_3650,330,-199.701696691627,-2227.17057524149,1827.76718185824
2,5,3,3,p17,Node_1_875_17_3650,17,-199.701696691627,-2227.17057524149,1827.76718185824
2,5,3,3,p17,Node_1_767_1857_3650,1857,3661.27533246138,1642.50953466335,5680.04113025941
2,5,3,3,p17,Node_1_318_2093_3650,2093,1482.72565768859,-496.6355365376,3462.08685191478
2,5,3,3,p17,Node_1_254_139_3650,139,-200.47980572612,-2227.98630368054,1827.0266922283
2,5,3,3,p17,Node_1_409_830_3650,830,639.099842491553,-1355.9625879855,2634.16227296861
2,5,3,3,p17,Node_1_329_2044_3650,2044,1922.82412759769,-55.221191094231,3900.8694462896
