batch,rep,ali,sub,gene,nodeName,trueDate,nodeDate
3,3,1,1,nef,Node_1_873_494_1825,494,261.695336081233
3,3,1,1,nef,Node_1_747_1836_3650,1836,1731.95061667066
3,3,1,1,nef,Node_1_237_1390_1825,1390,669.479903300593
3,3,1,1,nef,Node_1_508_2032_3650,2032,1382.72210066619
3,3,1,1,nef,Node_1_385_2455_3650,2455,1729.85757865496
3,3,1,1,nef,Node_1_787_1124_1825,1124,270.409411724866
3,3,1,1,nef,Node_1_584_1504_3650,1504,1846.07179018541
3,3,1,1,nef,Node_1_1074_1420_1825,1420,554.779713228616
3,3,1,1,nef,Node_1_299_13_3650,13,-562.887985227597
3,3,1,1,nef,Node_1_205_991_1825,991,908.552480082138
3,3,1,1,nef,Node_1_203_681_3650,681,1058.70608703305
3,3,1,1,nef,Node_1_1147_148_1825,148,-412.552349718269
3,3,1,1,nef,Node_1_864_400_3650,400,-562.812426647041
3,3,1,1,nef,Node_1_798_21_1825,21,-562.945758100455
3,3,1,1,nef,Node_1_78_268_3650,268,-363.686569296734
3,3,1,1,nef,Node_1_740_770_3650,770,112.617669091199
3,3,1,1,nef,Node_1_474_2850_3650,2850,2655.91654056385
3,3,1,1,nef,Node_1_1070_1647_1825,1647,2343.29155860852
3,3,1,1,nef,Node_1_650_1041_3650,1041,579.594010162339
3,3,1,1,nef,Node_1_865_173_1825,173,-489.843399467695
3,3,1,1,nef,Node_1_1297_11_3650,11,-489.843399467695
3,3,1,1,nef,Node_1_113_2446_3650,2446,3031.63028072755
3,3,1,1,nef,Node_1_1084_2232_3650,2232,3649.99999999
3,3,1,1,nef,Node_1_20_1480_3650,1480,307.313843390658
3,3,1,1,nef,Node_1_19_1230_3650,1230,926.40168518579
3,3,1,1,nef,Node_1_1163_1193_3650,1193,1081.25842733737
3,3,1,1,nef,Node_1_1198_1140_3650,1140,535.614980587084
3,3,1,1,nef,Node_1_847_1165_1825,1165,1384.47167700017
3,3,1,1,nef,Node_1_357_89_3650,89,-988.929496678134
3,3,1,1,nef,Node_1_537_2834_3650,2834,2919.8516068377
3,3,2,1,nef,Node_1_508_2032_3650,2032,1953.70025953123
3,3,2,1,nef,Node_1_537_2834_3650,2834,2920.01557044631
3,3,2,1,nef,Node_1_205_991_1825,991,1067.89355018103
3,3,2,1,nef,Node_1_203_681_3650,681,601.205009929821
3,3,2,1,nef,Node_1_798_21_1825,21,-540.132384405358
3,3,2,1,nef,Node_1_740_770_3650,770,220.684222357794
